,index,ticker,date,Close
359,4,NFLX,2024-01-08,485.0299987792969
360,5,NFLX,2024-01-09,482.0899963378906
361,6,NFLX,2024-01-10,478.3299865722656
362,7,NFLX,2024-01-11,492.2300109863281
363,8,NFLX,2024-01-12,492.1600036621094
364,9,NFLX,2024-01-16,481.239990234375
365,10,NFLX,2024-01-17,480.3299865722656
366,11,NFLX,2024-01-18,485.30999755859375
367,12,NFLX,2024-01-19,482.95001220703125
368,13,NFLX,2024-01-22,485.7099914550781
369,14,NFLX,2024-01-23,492.19000244140625
370,15,NFLX,2024-01-24,544.8699951171875
371,16,NFLX,2024-01-25,562.0
372,17,NFLX,2024-01-26,570.4199829101562
373,18,NFLX,2024-01-29,575.7899780273438
374,19,NFLX,2024-01-30,562.8499755859375
375,20,NFLX,2024-01-31,564.1099853515625
376,21,NFLX,2024-02-01,567.510009765625
377,22,NFLX,2024-02-02,564.6400146484375
378,23,NFLX,2024-02-05,562.0599975585938
379,24,NFLX,2024-02-06,555.8800048828125
380,25,NFLX,2024-02-07,559.2999877929688
381,26,NFLX,2024-02-08,558.530029296875
382,27,NFLX,2024-02-09,561.3200073242188
383,28,NFLX,2024-02-12,557.8499755859375
384,29,NFLX,2024-02-13,554.52001953125
385,30,NFLX,2024-02-14,579.3300170898438
386,31,NFLX,2024-02-15,593.4600219726562
387,32,NFLX,2024-02-16,583.9500122070312
388,33,NFLX,2024-02-20,575.1300048828125
389,34,NFLX,2024-02-21,573.3499755859375
390,35,NFLX,2024-02-22,588.469970703125
391,36,NFLX,2024-02-23,583.5599975585938
392,37,NFLX,2024-02-26,587.6500244140625
393,38,NFLX,2024-02-27,601.6699829101562
394,39,NFLX,2024-02-28,596.47998046875
395,40,NFLX,2024-02-29,602.9199829101562
396,41,NFLX,2024-03-01,619.3400268554688
397,42,NFLX,2024-03-04,615.8300170898438
398,43,NFLX,2024-03-05,598.5
399,44,NFLX,2024-03-06,597.6900024414062
400,45,NFLX,2024-03-07,608.510009765625
401,46,NFLX,2024-03-08,604.8200073242188
402,47,NFLX,2024-03-11,600.9299926757812
403,48,NFLX,2024-03-12,611.0800170898438
404,49,NFLX,2024-03-13,609.4500122070312
405,50,NFLX,2024-03-14,613.010009765625
406,51,NFLX,2024-03-15,605.8800048828125
407,52,NFLX,2024-03-18,618.3900146484375
408,53,NFLX,2024-03-19,620.739990234375
409,54,NFLX,2024-03-20,627.6900024414062
410,55,NFLX,2024-03-21,622.7100219726562
411,56,NFLX,2024-03-22,628.010009765625
412,57,NFLX,2024-03-25,627.4600219726562
413,58,NFLX,2024-03-26,629.239990234375
414,59,NFLX,2024-03-27,613.530029296875
415,60,NFLX,2024-03-28,607.3300170898438
416,61,NFLX,2024-04-01,614.3099975585938
417,62,NFLX,2024-04-02,614.2100219726562
418,63,NFLX,2024-04-03,630.0800170898438
419,64,NFLX,2024-04-04,617.1400146484375
420,65,NFLX,2024-04-05,636.1799926757812
421,66,NFLX,2024-04-08,628.4099731445312
422,67,NFLX,2024-04-09,618.2000122070312
423,68,NFLX,2024-04-10,618.5800170898438
424,69,NFLX,2024-04-11,628.780029296875
425,70,NFLX,2024-04-12,622.8300170898438
426,0,NVDA,2024-01-02,481.65740966796875
427,1,NVDA,2024-01-03,475.6676940917969
428,2,NVDA,2024-01-04,479.9574890136719
429,3,NVDA,2024-01-05,490.94696044921875
430,4,NVDA,2024-01-08,522.5054931640625
431,5,NVDA,2024-01-09,531.3751220703125
432,6,NVDA,2024-01-10,543.4744873046875
433,7,NVDA,2024-01-11,548.1942749023438
434,8,NVDA,2024-01-12,547.0743408203125
435,9,NVDA,2024-01-16,563.7935791015625
436,10,NVDA,2024-01-17,560.5037231445312
437,11,NVDA,2024-01-18,571.043212890625
438,12,NVDA,2024-01-19,594.882080078125
439,13,NVDA,2024-01-22,596.5120239257812
440,14,NVDA,2024-01-23,598.701904296875
441,15,NVDA,2024-01-24,613.5911865234375
442,16,NVDA,2024-01-25,616.1410522460938
443,17,NVDA,2024-01-26,610.2813720703125
444,18,NVDA,2024-01-29,624.6207275390625
445,19,NVDA,2024-01-30,627.7105712890625
446,20,NVDA,2024-01-31,615.2411499023438
447,21,NVDA,2024-02-01,630.240478515625
448,22,NVDA,2024-02-02,661.5689697265625
449,23,NVDA,2024-02-05,693.2874755859375
450,24,NVDA,2024-02-06,682.197998046875
451,25,NVDA,2024-02-07,700.9570922851562
452,26,NVDA,2024-02-08,696.3773193359375
453,27,NVDA,2024-02-09,721.2962036132812
454,28,NVDA,2024-02-12,722.4461059570312
455,29,NVDA,2024-02-13,721.2462158203125
456,30,NVDA,2024-02-14,738.96533203125
457,31,NVDA,2024-02-15,726.5459594726562
458,32,NVDA,2024-02-16,726.095947265625
459,33,NVDA,2024-02-20,694.4874267578125
460,34,NVDA,2024-02-21,674.6882934570312
461,35,NVDA,2024-02-22,785.3431396484375
462,36,NVDA,2024-02-23,788.1329956054688
463,37,NVDA,2024-02-26,790.8828735351562
464,38,NVDA,2024-02-27,786.9730834960938
465,39,NVDA,2024-02-28,776.5935668945312
466,40,NVDA,2024-02-29,791.0828857421875
467,41,NVDA,2024-03-01,822.7514038085938
468,42,NVDA,2024-03-04,852.3300170898438
469,43,NVDA,2024-03-05,859.6400146484375
470,44,NVDA,2024-03-06,887.0
471,45,NVDA,2024-03-07,926.6900024414062
472,46,NVDA,2024-03-08,875.280029296875
473,47,NVDA,2024-03-11,857.739990234375
474,48,NVDA,2024-03-12,919.1300048828125
475,49,NVDA,2024-03-13,908.8800048828125
476,50,NVDA,2024-03-14,879.4400024414062
477,51,NVDA,2024-03-15,878.3699951171875
478,52,NVDA,2024-03-18,884.5499877929688
479,53,NVDA,2024-03-19,893.97998046875
480,54,NVDA,2024-03-20,903.719970703125
481,55,NVDA,2024-03-21,914.3499755859375
482,56,NVDA,2024-03-22,942.8900146484375
483,57,NVDA,2024-03-25,950.02001953125
484,58,NVDA,2024-03-26,925.6099853515625
485,59,NVDA,2024-03-27,902.5
486,60,NVDA,2024-03-28,903.5599975585938
487,61,NVDA,2024-04-01,903.6300048828125
488,62,NVDA,2024-04-02,894.52001953125
489,63,NVDA,2024-04-03,889.6400146484375
490,64,NVDA,2024-04-04,859.0499877929688
491,65,NVDA,2024-04-05,880.0800170898438
492,66,NVDA,2024-04-08,871.3300170898438
493,67,NVDA,2024-04-09,853.5399780273438
494,68,NVDA,2024-04-10,870.3900146484375
495,69,NVDA,2024-04-11,906.1599731445312
496,70,NVDA,2024-04-12,881.8599853515625
