,index,ticker,date,Close
0,0,AAPL,2024-01-02,185.40341186523438
1,1,AAPL,2024-01-03,184.01519775390625
2,2,AAPL,2024-01-04,181.6781768798828
3,3,AAPL,2024-01-05,180.9490966796875
4,4,AAPL,2024-01-08,185.32351684570312
5,5,AAPL,2024-01-09,184.904052734375
6,6,AAPL,2024-01-10,185.9527130126953
7,7,AAPL,2024-01-11,185.35348510742188
8,8,AAPL,2024-01-12,185.6830596923828
9,9,AAPL,2024-01-16,183.39598083496094
10,10,AAPL,2024-01-17,182.4471893310547
11,11,AAPL,2024-01-18,188.38961791992188
12,12,AAPL,2024-01-19,191.3158721923828
13,13,AAPL,2024-01-22,193.6428985595703
14,14,AAPL,2024-01-23,194.93125915527344
15,15,AAPL,2024-01-24,194.2521209716797
16,16,AAPL,2024-01-25,193.92254638671875
17,17,AAPL,2024-01-26,192.17477416992188
18,18,AAPL,2024-01-29,191.48565673828125
19,19,AAPL,2024-01-30,187.80035400390625
20,20,AAPL,2024-01-31,184.1649932861328
21,21,AAPL,2024-02-01,186.6218719482422
22,22,AAPL,2024-02-02,185.6131591796875
23,23,AAPL,2024-02-05,187.44081115722656
24,24,AAPL,2024-02-06,189.0587615966797
25,25,AAPL,2024-02-07,189.1686248779297
26,26,AAPL,2024-02-08,188.08001708984375
27,27,AAPL,2024-02-09,188.85000610351562
28,28,AAPL,2024-02-12,187.14999389648438
29,29,AAPL,2024-02-13,185.0399932861328
30,30,AAPL,2024-02-14,184.14999389648438
31,31,AAPL,2024-02-15,183.86000061035156
32,32,AAPL,2024-02-16,182.30999755859375
33,33,AAPL,2024-02-20,181.55999755859375
34,34,AAPL,2024-02-21,182.32000732421875
35,35,AAPL,2024-02-22,184.3699951171875
36,36,AAPL,2024-02-23,182.52000427246094
37,37,AAPL,2024-02-26,181.16000366210938
38,38,AAPL,2024-02-27,182.6300048828125
39,39,AAPL,2024-02-28,181.4199981689453
40,40,AAPL,2024-02-29,180.75
41,41,AAPL,2024-03-01,179.66000366210938
42,42,AAPL,2024-03-04,175.10000610351562
43,43,AAPL,2024-03-05,170.1199951171875
44,44,AAPL,2024-03-06,169.1199951171875
45,45,AAPL,2024-03-07,169.0
46,46,AAPL,2024-03-08,170.72999572753906
47,47,AAPL,2024-03-11,172.75
48,48,AAPL,2024-03-12,173.22999572753906
49,49,AAPL,2024-03-13,171.1300048828125
50,50,AAPL,2024-03-14,173.0
51,51,AAPL,2024-03-15,172.6199951171875
52,52,AAPL,2024-03-18,173.72000122070312
53,53,AAPL,2024-03-19,176.0800018310547
54,54,AAPL,2024-03-20,178.6699981689453
55,55,AAPL,2024-03-21,171.3699951171875
56,56,AAPL,2024-03-22,172.27999877929688
57,57,AAPL,2024-03-25,170.85000610351562
58,58,AAPL,2024-03-26,169.7100067138672
59,59,AAPL,2024-03-27,173.30999755859375
60,60,AAPL,2024-03-28,171.47999572753906
61,61,AAPL,2024-04-01,170.02999877929688
62,62,AAPL,2024-04-02,168.83999633789062
63,63,AAPL,2024-04-03,169.64999389648438
64,64,AAPL,2024-04-04,168.82000732421875
65,65,AAPL,2024-04-05,169.5800018310547
66,66,AAPL,2024-04-08,168.4499969482422
67,67,AAPL,2024-04-09,169.6699981689453
68,68,AAPL,2024-04-10,167.77999877929688
69,69,AAPL,2024-04-11,175.0399932861328
70,70,AAPL,2024-04-12,176.5500030517578
71,0,CRM,2024-01-02,255.79586791992188
72,1,CRM,2024-01-03,251.51145935058594
73,2,CRM,2024-01-04,250.91224670410156
74,3,CRM,2024-01-05,250.79238891601562
75,4,CRM,2024-01-08,260.5296630859375
76,5,CRM,2024-01-09,260.9990539550781
77,6,CRM,2024-01-10,263.7854309082031
78,7,CRM,2024-01-11,271.0259704589844
79,8,CRM,2024-01-12,271.57525634765625
80,9,CRM,2024-01-16,268.8388366699219
81,10,CRM,2024-01-17,271.08587646484375
82,11,CRM,2024-01-18,274.1019287109375
83,12,CRM,2024-01-19,280.5135803222656
84,13,CRM,2024-01-22,279.934326171875
85,14,CRM,2024-01-23,276.408935546875
86,15,CRM,2024-01-24,276.518798828125
87,16,CRM,2024-01-25,278.6659851074219
88,17,CRM,2024-01-26,279.5747985839844
89,18,CRM,2024-01-29,287.4844665527344
90,19,CRM,2024-01-30,287.3546447753906
91,20,CRM,2024-01-31,280.7232971191406
92,21,CRM,2024-02-01,283.42974853515625
93,22,CRM,2024-02-02,285.287353515625
94,23,CRM,2024-02-05,287.734130859375
95,24,CRM,2024-02-06,285.45709228515625
96,25,CRM,2024-02-07,288.46319580078125
97,26,CRM,2024-02-08,291.56915283203125
98,27,CRM,2024-02-09,290.9199523925781
99,28,CRM,2024-02-12,286.9451904296875
100,29,CRM,2024-02-13,280.783203125
101,30,CRM,2024-02-14,288.77276611328125
102,31,CRM,2024-02-15,291.55914306640625
103,32,CRM,2024-02-16,289.342041015625
104,33,CRM,2024-02-20,286.0163879394531
105,34,CRM,2024-02-21,283.1800842285156
106,35,CRM,2024-02-22,293.26690673828125
107,36,CRM,2024-02-23,292.4179992675781
108,37,CRM,2024-02-26,299.9981384277344
109,38,CRM,2024-02-27,299.1092834472656
110,39,CRM,2024-02-28,299.37890625
111,40,CRM,2024-02-29,308.4171447753906
112,41,CRM,2024-03-01,316.46661376953125
113,42,CRM,2024-03-04,314.22955322265625
114,43,CRM,2024-03-05,298.3602600097656
115,44,CRM,2024-03-06,303.3736877441406
116,45,CRM,2024-03-07,302.0254821777344
117,46,CRM,2024-03-08,304.8817443847656
118,47,CRM,2024-03-11,305.6007995605469
119,48,CRM,2024-03-12,306.2200012207031
120,49,CRM,2024-03-13,304.67999267578125
121,50,CRM,2024-03-14,303.32000732421875
122,51,CRM,2024-03-15,294.3299865722656
123,52,CRM,2024-03-18,300.510009765625
124,53,CRM,2024-03-19,301.45001220703125
125,54,CRM,2024-03-20,306.0799865722656
126,55,CRM,2024-03-21,308.3900146484375
127,56,CRM,2024-03-22,307.7699890136719
128,57,CRM,2024-03-25,306.05999755859375
129,58,CRM,2024-03-26,305.8299865722656
130,59,CRM,2024-03-27,301.3800048828125
131,60,CRM,2024-03-28,301.17999267578125
132,61,CRM,2024-04-01,302.260009765625
133,62,CRM,2024-04-02,304.0
134,63,CRM,2024-04-03,304.739990234375
135,64,CRM,2024-04-04,294.1400146484375
136,65,CRM,2024-04-05,301.9100036621094
137,66,CRM,2024-04-08,301.7300109863281
138,67,CRM,2024-04-09,302.3699951171875
139,68,CRM,2024-04-10,299.6199951171875
140,69,CRM,2024-04-11,299.1499938964844
141,70,CRM,2024-04-12,294.32000732421875
142,0,GOOG,2024-01-02,139.55999755859375
143,1,GOOG,2024-01-03,140.36000061035156
144,2,GOOG,2024-01-04,138.0399932861328
145,3,GOOG,2024-01-05,137.38999938964844
146,4,GOOG,2024-01-08,140.52999877929688
147,5,GOOG,2024-01-09,142.55999755859375
148,6,GOOG,2024-01-10,143.8000030517578
149,7,GOOG,2024-01-11,143.6699981689453
150,8,GOOG,2024-01-12,144.24000549316406
151,9,GOOG,2024-01-16,144.0800018310547
152,10,GOOG,2024-01-17,142.88999938964844
153,11,GOOG,2024-01-18,144.99000549316406
154,12,GOOG,2024-01-19,147.97000122070312
155,13,GOOG,2024-01-22,147.7100067138672
156,14,GOOG,2024-01-23,148.67999267578125
157,15,GOOG,2024-01-24,150.35000610351562
158,16,GOOG,2024-01-25,153.63999938964844
159,17,GOOG,2024-01-26,153.7899932861328
160,18,GOOG,2024-01-29,154.83999633789062
161,19,GOOG,2024-01-30,153.0500030517578
162,20,GOOG,2024-01-31,141.8000030517578
163,21,GOOG,2024-02-01,142.7100067138672
164,22,GOOG,2024-02-02,143.5399932861328
165,23,GOOG,2024-02-05,144.92999267578125
166,24,GOOG,2024-02-06,145.41000366210938
167,25,GOOG,2024-02-07,146.67999267578125
168,26,GOOG,2024-02-08,147.22000122070312
169,27,GOOG,2024-02-09,150.22000122070312
170,28,GOOG,2024-02-12,148.72999572753906
171,29,GOOG,2024-02-13,146.3699951171875
172,30,GOOG,2024-02-14,147.13999938964844
173,31,GOOG,2024-02-15,143.94000244140625
174,32,GOOG,2024-02-16,141.75999450683594
175,33,GOOG,2024-02-20,142.1999969482422
176,34,GOOG,2024-02-21,143.83999633789062
177,35,GOOG,2024-02-22,145.32000732421875
178,36,GOOG,2024-02-23,145.2899932861328
179,37,GOOG,2024-02-26,138.75
180,38,GOOG,2024-02-27,140.10000610351562
181,39,GOOG,2024-02-28,137.42999267578125
182,40,GOOG,2024-02-29,139.77999877929688
183,41,GOOG,2024-03-01,138.0800018310547
184,42,GOOG,2024-03-04,134.1999969482422
185,43,GOOG,2024-03-05,133.77999877929688
186,44,GOOG,2024-03-06,132.55999755859375
187,45,GOOG,2024-03-07,135.24000549316406
188,46,GOOG,2024-03-08,136.2899932861328
189,47,GOOG,2024-03-11,138.94000244140625
190,48,GOOG,2024-03-12,139.6199951171875
191,49,GOOG,2024-03-13,140.77000427246094
192,50,GOOG,2024-03-14,144.33999633789062
193,51,GOOG,2024-03-15,142.1699981689453
194,52,GOOG,2024-03-18,148.47999572753906
195,53,GOOG,2024-03-19,147.9199981689453
196,54,GOOG,2024-03-20,149.67999267578125
197,55,GOOG,2024-03-21,148.74000549316406
198,56,GOOG,2024-03-22,151.77000427246094
199,57,GOOG,2024-03-25,151.14999389648438
200,58,GOOG,2024-03-26,151.6999969482422
201,59,GOOG,2024-03-27,151.94000244140625
202,60,GOOG,2024-03-28,152.25999450683594
203,61,GOOG,2024-04-01,156.5
204,62,GOOG,2024-04-02,155.8699951171875
205,63,GOOG,2024-04-03,156.3699951171875
206,64,GOOG,2024-04-04,151.94000244140625
207,65,GOOG,2024-04-05,153.94000244140625
208,66,GOOG,2024-04-08,156.13999938964844
209,67,GOOG,2024-04-09,158.13999938964844
210,68,GOOG,2024-04-10,157.66000366210938
211,69,GOOG,2024-04-11,160.7899932861328
212,70,GOOG,2024-04-12,159.19000244140625
213,0,META,2024-01-02,345.9229736328125
214,1,META,2024-01-03,344.1048889160156
215,2,META,2024-01-04,346.7520751953125
216,3,META,2024-01-05,351.5769958496094
217,4,META,2024-01-08,358.2798767089844
218,5,META,2024-01-09,357.0511474609375
219,6,META,2024-01-10,370.07733154296875
220,7,META,2024-01-11,369.2781982421875
221,8,META,2024-01-12,374.09307861328125
222,9,META,2024-01-16,367.0705261230469
223,10,META,2024-01-17,367.97955322265625
224,11,META,2024-01-18,375.7313537597656
225,12,META,2024-01-19,383.0436096191406
226,13,META,2024-01-22,381.3753662109375
227,14,META,2024-01-23,384.791748046875
228,15,META,2024-01-24,390.2859191894531
229,16,META,2024-01-25,392.7632751464844
230,17,META,2024-01-26,393.7222595214844
231,18,META,2024-01-29,400.5949401855469
232,19,META,2024-01-30,399.635986328125
233,20,META,2024-01-31,389.72650146484375
234,21,META,2024-02-01,394.361572265625
235,22,META,2024-02-02,474.4865417480469
236,23,META,2024-02-05,458.9230651855469
237,24,META,2024-02-06,454.238037109375
238,25,META,2024-02-07,469.09228515625
239,26,META,2024-02-08,469.5018615722656
240,27,META,2024-02-09,467.61383056640625
241,28,META,2024-02-12,468.40301513671875
242,29,META,2024-02-13,459.63232421875
243,30,META,2024-02-14,472.77838134765625
244,31,META,2024-02-15,483.5169677734375
245,32,META,2024-02-16,472.8183288574219
246,33,META,2024-02-20,471.25
247,34,META,2024-02-21,468.0299987792969
248,35,META,2024-02-22,486.1300048828125
249,36,META,2024-02-23,484.0299987792969
250,37,META,2024-02-26,481.739990234375
251,38,META,2024-02-27,487.04998779296875
252,39,META,2024-02-28,484.0199890136719
253,40,META,2024-02-29,490.1300048828125
254,41,META,2024-03-01,502.29998779296875
255,42,META,2024-03-04,498.19000244140625
256,43,META,2024-03-05,490.2200012207031
257,44,META,2024-03-06,496.0899963378906
258,45,META,2024-03-07,512.1900024414062
259,46,META,2024-03-08,505.95001220703125
260,47,META,2024-03-11,483.5899963378906
261,48,META,2024-03-12,499.75
262,49,META,2024-03-13,495.57000732421875
263,50,META,2024-03-14,491.8299865722656
264,51,META,2024-03-15,484.1000061035156
265,52,META,2024-03-18,496.9800109863281
266,53,META,2024-03-19,496.239990234375
267,54,META,2024-03-20,505.5199890136719
268,55,META,2024-03-21,507.760009765625
269,56,META,2024-03-22,509.5799865722656
270,57,META,2024-03-25,503.0199890136719
271,58,META,2024-03-26,495.8900146484375
272,59,META,2024-03-27,493.8599853515625
273,60,META,2024-03-28,485.5799865722656
274,61,META,2024-04-01,491.3500061035156
275,62,META,2024-04-02,497.3699951171875
276,63,META,2024-04-03,506.739990234375
277,64,META,2024-04-04,510.9200134277344
278,65,META,2024-04-05,527.3400268554688
279,66,META,2024-04-08,519.25
280,67,META,2024-04-09,516.9000244140625
281,68,META,2024-04-10,519.8300170898438
282,69,META,2024-04-11,523.1599731445312
283,70,META,2024-04-12,511.8999938964844
284,0,MSFT,2024-01-02,370.1854248046875
285,1,MSFT,2024-01-03,369.9159240722656
286,2,MSFT,2024-01-04,367.2608337402344
287,3,MSFT,2024-01-05,367.0711975097656
288,4,MSFT,2024-01-08,373.9983825683594
289,5,MSFT,2024-01-09,375.09637451171875
290,6,MSFT,2024-01-10,382.0634460449219
291,7,MSFT,2024-01-11,383.9200439453125
292,8,MSFT,2024-01-12,387.7529602050781
293,9,MSFT,2024-01-16,389.54962158203125
294,10,MSFT,2024-01-17,388.7510986328125
295,11,MSFT,2024-01-18,393.1429748535156
296,12,MSFT,2024-01-19,397.93414306640625
297,13,MSFT,2024-01-22,395.7781066894531
298,14,MSFT,2024-01-23,398.1636962890625
299,15,MSFT,2024-01-24,401.8169250488281
300,16,MSFT,2024-01-25,404.1226806640625
301,17,MSFT,2024-01-26,403.1844177246094
302,18,MSFT,2024-01-29,408.9637145996094
303,19,MSFT,2024-01-30,407.8358154296875
304,20,MSFT,2024-01-31,396.84613037109375
305,21,MSFT,2024-02-01,403.0346984863281
306,22,MSFT,2024-02-02,410.4609680175781
307,23,MSFT,2024-02-05,404.9012451171875
308,24,MSFT,2024-02-06,404.74151611328125
309,25,MSFT,2024-02-07,413.28570556640625
310,26,MSFT,2024-02-08,413.3456115722656
311,27,MSFT,2024-02-09,419.7737121582031
312,28,MSFT,2024-02-12,414.4934997558594
313,29,MSFT,2024-02-13,405.57000732421875
314,30,MSFT,2024-02-14,409.489990234375
315,31,MSFT,2024-02-15,406.55999755859375
316,32,MSFT,2024-02-16,404.05999755859375
317,33,MSFT,2024-02-20,402.7900085449219
318,34,MSFT,2024-02-21,402.17999267578125
319,35,MSFT,2024-02-22,411.6499938964844
320,36,MSFT,2024-02-23,410.3399963378906
321,37,MSFT,2024-02-26,407.5400085449219
322,38,MSFT,2024-02-27,407.4800109863281
323,39,MSFT,2024-02-28,407.7200012207031
324,40,MSFT,2024-02-29,413.6400146484375
325,41,MSFT,2024-03-01,415.5
326,42,MSFT,2024-03-04,414.9200134277344
327,43,MSFT,2024-03-05,402.6499938964844
328,44,MSFT,2024-03-06,402.0899963378906
329,45,MSFT,2024-03-07,409.1400146484375
330,46,MSFT,2024-03-08,406.2200012207031
331,47,MSFT,2024-03-11,404.5199890136719
332,48,MSFT,2024-03-12,415.2799987792969
333,49,MSFT,2024-03-13,415.1000061035156
334,50,MSFT,2024-03-14,425.2200012207031
335,51,MSFT,2024-03-15,416.4200134277344
336,52,MSFT,2024-03-18,417.32000732421875
337,53,MSFT,2024-03-19,421.4100036621094
338,54,MSFT,2024-03-20,425.2300109863281
339,55,MSFT,2024-03-21,429.3699951171875
340,56,MSFT,2024-03-22,428.739990234375
341,57,MSFT,2024-03-25,422.8599853515625
342,58,MSFT,2024-03-26,421.6499938964844
343,59,MSFT,2024-03-27,421.42999267578125
344,60,MSFT,2024-03-28,420.7200012207031
345,61,MSFT,2024-04-01,424.57000732421875
346,62,MSFT,2024-04-02,421.44000244140625
347,63,MSFT,2024-04-03,420.45001220703125
348,64,MSFT,2024-04-04,417.8800048828125
349,65,MSFT,2024-04-05,425.5199890136719
350,66,MSFT,2024-04-08,424.5899963378906
351,67,MSFT,2024-04-09,426.2799987792969
352,68,MSFT,2024-04-10,423.260009765625
353,69,MSFT,2024-04-11,427.92999267578125
354,70,MSFT,2024-04-12,421.8999938964844
355,0,NFLX,2024-01-02,468.5
356,1,NFLX,2024-01-03,470.260009765625
357,2,NFLX,2024-01-04,474.6700134277344
358,3,NFLX,2024-01-05,474.05999755859375
