,ticker,Close
0,AAPL,180.135199963207
1,CRM,289.9515320683869
2,GOOG,146.07704141106404
3,META,455.21934917611134
4,MSFT,407.1270549935354
5,NFLX,572.1343693263094
6,NVDA,746.787558112346
